FAC_ID,FREQ,CALL,STATE,CITY,PWR_D,PWR_N,PWR_C,MODE,LAT,LON,STATUS,CALL_HIST,County,FIPS
23077,1250,WHNZ,FL,TAMPA,25000,5900,,,28.0209,-82.6093,LICEN,WDAE,Hillsborough,12057
54557,1550,WQCD,OH,DELAWARE,500,29,,,40.2989,-83.046,LICEN,"WDLR, WXOL, WDLR",Delaware,39041
36466,1260,WOCO,WI,OCONTO,1000,29,,,44.8919,-87.9551,LICEN,,Oconto,55083
17478,1390,WROA,MS,GULFPORT,900,35,,,30.4294,-89.0189,LICEN,,Harrison,28047
57131,1430,WKEX,VA,BLACKSBURG,1000,62,,,37.2326,-80.4442,LICSL,,Montgomery,51121
9865,1150,WEAQ,WI,CHIPPEWA FALLS,5000,46,,,44.8847,-91.3904,LICEN,WAYY,Chippewa,55017
26470,1350,WCSM,OH,CELINA,500,11,,,40.5373,-84.5883,LICEN,,Mercer,39107
52474,880,WMEQ,WI,MENOMONIE,10000,210,,,44.8455,-91.846,LICEN,WMNE,Dunn,55033
28125,950,KNFT,NM,BAYARD,5000,224,,,32.7809,-108.2001,LICEN,,Grant,35017
71930,1130,WEDI,OH,EATON,250,,,,39.7487,-84.5838,LICEN,WCTM,Preble,39135
52914,1210,KZOO,HI,HONOLULU,1000,1000,,,21.2916,-157.8608,LICEN,,Honolulu,15003
60149,1250,WLCK,KY,SCOTTSVILLE,860,76,,,36.7403,-86.1752,LICEN,,Allen,21003
64066,1300,WSYD,NC,MOUNT AIRY,5000,1000,,,36.5035,-80.5928,LICEN,,Surry,37171
67681,1430,KMRC,LA,MORGAN CITY,500,,,,29.751,-91.1734,LICEN,,St. Martin,22099
18402,1480,WJFC,TN,JEFFERSON CITY,500,34,,,36.1043,-83.486,LICEN,,Jefferson,47089
30660,920,WHJD,GA,HAZLEHURST,500,35,,,31.8544,-82.5665,LICEN,WVOH,Jeff Davis,13161
135930,1100,WZFG,MN,DILWORTH,50000,440,5000,,46.7619,-96.672,LICEN,WZFN,Clay,27027
35671,1240,KTLO,AR,MOUNTAIN HOME,830,830,,,36.3564,-92.3593,LICEN,,Baxter,05005
24697,1400,WMFA,NC,RAEFORD,1000,1000,,,34.9788,-79.2086,LICEN,"WSMR, WHIL",Hoke,37093
7050,1310,KKNS,NM,CORRALES,5000,82,,,35.1323,-106.6223,LICEN,"KIVA, KZRQ, KIVA, KBTK",Bernalillo,35001
73121,780,WJAG,NE,NORFOLK,1000,,,,42.0317,-97.4967,LICEN,,Madison,31119
35111,1010,KCHJ,CA,DELANO,5000,1000,,,35.8111,-119.3226,LICEN,,Tulare,06107
16438,1450,WILM,DE,WILMINGTON,1000,1000,,,39.7342,-75.5285,LICEN,,New Castle,10003
25917,1490,WXTG,VA,HAMPTON,970,970,,,37.0307,-76.3752,LICEN,"WWDE, WPEX, WOJY, WBYM, WLRT",Hampton,51650
48734,960,KFLN,MT,BAKER,5000,91,,,46.3753,-104.2741,LICEN,,Fallon,30025
70821,1460,WZEP,FL,DEFUNIAK SPRINGS,10000,186,,,30.7294,-86.1177,LICEN,"WZEP, WPAF",Walton,12131
14238,1280,KSOK,KS,ARKANSAS CITY,1000,100,,,37.0861,-97.0331,LICEN,,Cowley,20035
23911,1330,WGTJ,GA,MURRAYVILLE,1000,,,,34.3701,-83.9482,LICEN,WKZD,Hall,13139
64357,1170,KYET,AZ,GOLDEN VALLEY,6000,1,,,35.2131,-114.1147,LICEN,"KBWA, KDAN",Mohave,04015
67472,690,KOLT,NE,Terrytown,1000,75,,,41.7916,-103.6419,LICEN,"KEYR, KOAQ",Scotts Bluff,31157
53707,920,KIHM,NV,RENO,4800,850,,,39.5138,-119.7155,LICEN,"KOLO, KQLO",Washoe,32031
35626,1370,KSOP,UT,SOUTH SALT LAKE,5000,500,,,40.7199,-111.9291,LICSL,,Salt Lake,49035
61701,630,WMFD,NC,WILMINGTON,800,1000,,,34.2721,-77.9742,LICEN,,New Hanover,37129
48749,730,KQPN,AR,WEST MEMPHIS,1000,1000,,,35.2462,-90.147,LICSL,KSUD,Crittenden,05035
35030,1430,KKOZ,MO,AVA,500,20,,,36.9301,-92.6554,LICEN,KSOA,Douglas,29067
73160,940,WKGM,VA,SMITHFIELD,,3100,,,37.0976,-76.6708,LICEN,WEOO,Isle of Wight,51093
73299,630,KYFI,MO,ST.  LOUIS,5000,5000,,,38.6717,-90.1146,LICEN,"KXOK, KJSL",Madison,17119
16775,1090,KBOZ,MT,BOZEMAN,5000,5000,,,45.616,-111.0886,LICEN,,Gallatin,30031
7038,1340,WYCB,DC,WASHINGTON,1000,1000,,,38.9554,-77.0039,LICEN,,District of Columbia,11001
35517,1570,KXJJ,CO,LOVELAND,1000,40,,,40.4933,-105.1819,LICEN,"KLOV, KHPN, KSXT, KPIO, KKCL, KBUD, KVAM",Larimer,08069
41384,1570,WBGZ,IL,ALTON,1000,74,,,38.9281,-90.2176,LICEN,WOKZ,Madison,17119
37526,1230,KLCB,MT,LIBBY,1000,1000,,,48.3705,-115.5396,LICSL,,Lincoln,30053
65929,1340,WMBN,MI,PETOSKEY,1000,1000,,,45.3344,-84.9261,LICEN,"WMBN, WWPZ",Emmet,26047
30619,1430,WYMC,KY,MAYFIELD,1000,33,,,36.7867,-88.6378,LICEN,,Graves,21083
63816,750,WRIK,IL,BROOKPORT,500,,,,37.142,-88.6495,LICSL,"WZOM, WRIK, WSBX, WNTX, WTHQ",Massac,17127
12062,920,KVIN,CA,CERES,,2500,,,37.6319,-120.7527,LICEN,KLOC,Stanislaus,06099
59251,1280,KYRO,MO,TROY,660,45,,,39.0537,-90.9965,LICEN,,Lincoln,29113
60695,1330,WRCA,MA,WATERTOWN,25000,17000,,,42.289,-71.1887,LICEN,"WAFN, WDLW",Middlesex,25017
36004,1400,KWON,OK,BARTLESVILLE,1000,1000,,,36.7648,-95.96,LICEN,,Washington,40147
129380,890,KYWN,ID,MERIDIAN,50000,125,,,43.4602,-116.2423,LICEN,"KQXI, KDJQ",Ada,16001
52000,1450,KNOT,AZ,PRESCOTT,1000,1000,,,34.545,-112.4468,LICEN,,Yavapai,04025
32850,1580,WPMO,MS,PASCAGOULA-MOSS POIN,5000,51,,,30.3838,-88.5353,LICEN,"WPMO, WKNN, WZZJ, WPMP",Jackson,28059
23335,560,WMIK,KY,MIDDLESBORO,2500,88,,,36.6273,-83.7144,LICEN,,Bell,21013
11846,570,WWRC,MD,BETHESDA,5000,1000,,,39.1343,-77.3036,LICEN,"WGMS, WTEM, WWRC, WTNT, WSPZ",Montgomery,24031
14053,880,KLRG,AR,SHERIDAN,50000,,31000,,34.6934,-92.306,LICEN,"KKDI, KGHT",Pulaski,05119
74348,1140,WHNQ,VA,St. Paul,250,,,,36.8709,-82.3057,LICEN,"WSPC, WXLZ",Russell,51167
72299,1420,WHK,OH,CLEVELAND,5000,5000,,,41.3584,-81.6674,LICEN,"WHK, WHKK, WCLV, WRMR",Cuyahoga,39035
49721,950,KMHR,ID,BOISE,3500,35,,,43.6277,-116.5088,LICEN,"KKIC, KJHY, KKIC, KNJY",Canyon,16027
168,950,WIBX,NY,UTICA,5000,5000,,,43.1034,-75.3416,LICEN,,Oneida,36065
72131,1500,WQCR,AL,ALABASTER,2300,3,1200,,33.2076,-86.7594,LICEN,"WQMS, WGTT",Shelby,01117
70116,970,WVOP,GA,VIDALIA,4000,60,,,32.2202,-82.4351,LICEN,,Toombs,13279
64504,970,WZAM,MI,ISHPEMING,250,62,,,46.5056,-87.54,LICEN,"WMVN, WUPY, WMVN",Marquette,26103
65950,1020,WCIL,IL,CARBONDALE,1000,,,,37.7253,-89.257,LICEN,,Jackson,17077
61642,1210,WNMA,FL,MIAMI SPRINGS,50000,2500,,,25.8579,-80.4809,LICSL,WCMQ,Miami-Dade,12086
10651,1400,WKAV,VA,CHARLOTTESVILLE,1000,1000,,,38.1149,-78.4551,LICEN,"WELK, WXAM",Albemarle,51003
55244,1500,KMXO,TX,MERKEL,250,,,,32.4715,-100.0056,LICEN,,Taylor,48441
87169,1700,WJCC,FL,MIAMI SPRINGS,10000,1000,,,25.9009,-80.3637,LICSL,"WCMQ, WRNU, WAFN",Miami-Dade,12086
10500,900,KCLW,TX,HAMILTON,250,10,,,31.7191,-98.1445,LICSL,"KCLW, KOES",Hamilton,48193
9966,1440,WDKF,WI,GREEN BAY,5000,500,,,44.4778,-88.0001,LICEN,WNFL,Brown,55009
35801,910,KURY,OR,BROOKINGS,1000,37,,,42.0429,-124.2448,LICEN,,Curry,41015
57475,1400,KVRP,TX,STAMFORD,1000,1000,,,32.9312,-99.7837,LICEN,KDWT,Jones,48253
342,1450,KSIG,LA,CROWLEY,1000,1000,,,30.2294,-92.3499,LICEN,,Acadia,22001
33311,1590,KDJS,MN,WILLMAR,1000,89,,,45.0853,-95.0056,LICEN,,Kandiyohi,27067
140,950,KOZE,ID,LEWISTON,5000,1000,,,46.3921,-117.0352,LICEN,,Nez Perce,16069
71396,1110,KGFL,AR,CLINTON,5000,,1000,,35.5584,-92.4591,LICEN,,Van Buren,05141
48370,1150,WGBR,NC,GOLDSBORO,5000,800,,,35.3741,-78.0114,LICEN,,Wayne,37191
16932,670,KDLG,AK,DILLINGHAM,10000,10000,,,59.0445,-158.4541,LICEN,,Dillingham,02070
55336,1310,KMBS,LA,WEST MONROE,5000,49,,,32.484,-92.1529,LICEN,KUZN,Ouachita,22073
33693,1470,KXSL,AZ,SHOW LOW,5000,87,,,34.2636,-110.0393,LICEN,KVSL,Navajo,04017
161101,1440,KKMP,MP,GARAPAN-SAIPAN,1100,1100,,,15.1578,145.718,LICEN,,Saipan,69110
52533,1460,WBOG,WI,TOMAH,1000,,,,43.9686,-90.514,LICEN,WTMB,Monroe,55081
73877,1440,WPGW,IN,PORTLAND,500,45,,,40.4362,-85.0155,LICEN,,Jay,18075
87145,1620,WTAW,TX,COLLEGE STATION,10000,1000,,,30.621,-96.2547,LICEN,"KAZW, KZNE",Brazos,48041
18523,850,KHHO,WA,TACOMA,10000,1000,,,47.2321,-122.3907,LICEN,"KTAC, KMTT",Pierce,53053
69935,980,WITY,IL,DANVILLE,1000,1000,,,40.0781,-87.6389,LICEN,,Vermilion,17183
8583,640,WFNC,NC,FAYETTEVILLE,10000,1000,,,35.0796,-78.9325,LICEN,,Cumberland,37051
73357,820,WNYC,NY,NEW YORK,10000,1000,,,40.7529,-74.1038,LICEN,,Hudson,34017
10963,1220,KSLM,OR,SALEM,1000,171,,,44.9512,-122.9706,LICEN,"KCCS, KBDY, KPJC",Marion,41047
31095,1370,WLOP,GA,JESUP,5000,35,,,31.6019,-81.9332,LICEN,,Wayne,13305
74153,1570,WTWB,FL,AUBURNDALE,5000,13,,,28.0759,-81.8217,LICEN,,Polk,12105
9673,810,KBHB,SD,STURGIS,25000,60,,,44.4233,-103.4274,LICEN,,Meade,46093
24255,910,WZMG,AL,PEPPERELL,650,56,,,32.6574,-85.4241,LICEN,"WTXN, WDAK, WTLM",Lee,01081
35021,950,KJRG,KS,NEWTON,500,147,,,38.0442,-97.3728,LICEN,,Harvey,20079
48604,1050,KTBL,NM,LOS RANCHOS,1000,1000,,,34.9795,-106.7375,LICEN,"KMBA, KJBO, KHFN, KNML, KHTL",Bernalillo,35001
51881,1600,WRAX,PA,BEDFORD,1000,18,,,40.0431,-78.5033,LICEN,"WAYC, WBFD, WHJB, WAYC",Bedford,42009
29923,620,WVMT,VT,BURLINGTON,5000,5000,,,44.5345,-73.2204,LICEN,,Chittenden,50007
34907,1100,WISS,WI,BERLIN,2500,,1600,,43.9486,-88.9859,LICEN,,Green Lake,55047
10341,1430,WLKF,FL,LAKELAND,5000,1000,,,28.0411,-81.9354,LICEN,WQPD,Polk,12105
6328,1140,KGEM,ID,BOISE,10000,10000,,,43.5963,-116.2509,LICEN,,Ada,16001
73217,1320,WLOH,OH,LANCASTER,500,16,,,39.7037,-82.5535,LICEN,WHOK,Fairfield,39045
63200,1400,KTEM,TX,TEMPLE,950,950,,,31.0671,-97.3994,LICEN,,Bell,48027
72055,1230,WFAY,NC,FAYETTEVILLE,1000,1000,,,35.0716,-78.8739,LICEN,WFAI,Cumberland,37051
52681,1530,KQNK,KS,NORTON,1000,,,,39.8269,-99.8693,LICEN,KNBI,Norton,20137
15282,990,WTIG,OH,MASSILLON,250,112,,,40.8326,-81.5607,LICEN,,Stark,39151
34904,1350,KCHK,MN,NEW PRAGUE,500,70,,,44.5775,-93.5047,LICEN,,Scott,27139
58742,1040,WLCR,KY,MT WASHINGTON,1500,,,,38.0031,-85.6808,LICEN,"WSAC, WBUL",Bullitt,21029
52328,1400,KEYE,TX,PERRYTON,1000,1000,,,36.3889,-100.8274,LICEN,,Ochiltree,48357
160983,1450,KJCV,WY,JACKSON,1000,1000,,,43.4624,-110.7944,LICEN,,Teton,56039
54827,1490,WESB,PA,BRADFORD,1000,1000,,,41.9651,-78.6167,LICEN,,McKean,42083
40858,1520,WPAY,OH,ROSSFORD,500,400,,,41.5089,-83.5519,LICEN,"WGOR, WVOI, WDMN, WNWT",Wood,39173
63330,630,WNEG,GA,TOCCOA,5000,44,,,34.5679,-83.3238,LICEN,,Stephens,13257
10067,900,WJTH,GA,CALHOUN,1000,266,,,34.4612,-84.8955,LICEN,,Gordon,13129
8674,1330,WHAZ,NY,TROY,1000,49,,,42.7765,-73.6857,LICEN,,Albany,36001
3079,810,WYZI,GA,ROYSTON,230,,,,34.2807,-83.119,LICEN,"WBLW, WBIC, WXFO",Franklin,13119
29490,850,WFTL,FL,WEST PALM BEACH,50000,20000,,,26.542,-80.7414,LICEN,"WEAT, WCGY, WEAT, WDJA",Palm Beach,12099
1881,860,KKOW,KS,PITTSBURG,10000,5000,,,37.4128,-94.638,LICEN,KOAM,Crawford,20037
50744,1360,KMRN,MO,CAMERON,500,25,,,39.6847,-94.2397,LICEN,,Clinton,29049
33674,1540,KBOA,MO,KENNETT,1000,1,500,,36.2531,-90.049,LICEN,"KBXM, KNNT",Dunklin,29069
73971,610,WRUS,KY,RUSSELLVILLE,1800,59,,,36.8445,-86.9225,LICEN,"WRUS, WBVR",Logan,21141
66333,1050,WROS,FL,JACKSONVILLE,5000,13,,,30.3541,-81.739,LICEN,"WCMG, WQIK",Duval,12031
64622,1220,KGIR,MO,CAPE GIRARDEAU,250,137,,,37.3001,-89.4901,LICEN,"KZIM, KGIR, KCGQ",Alexander,17003
73593,600,WMT,IA,CEDAR RAPIDS,5000,5000,,,42.0611,-91.5452,LICEN,,Linn,19113
26234,900,KHOZ,AR,HARRISON,1000,62,,,36.2431,-93.1121,LICEN,,Boone,05009
48945,1400,KELD,AR,EL DORADO,1000,1000,,,33.2374,-92.6652,LICEN,,Union,05139
41809,1400,WINC,VA,WINCHESTER,1000,1000,,,39.124,-78.2119,LICEN,"WINC, WZFC",Frederick,51069
11127,1530,WYMM,FL,JACKSONVILLE,50000,,,,30.3641,-81.7482,LICEN,"WJGR, WJGC, WCRJ, WOBS",Duval,12031
69561,690,KTSM,TX,EL PASO,10000,10000,,,31.9698,-106.3547,LICEN,"KHEY, KHEY",El Paso,48141
70455,1370,KFRO,TX,LONGVIEW,1000,100,,,32.5021,-94.7036,LICEN,,Gregg,48183
71202,1460,WQXM,FL,BARTOW,10000,155,,,27.9097,-81.8579,LICSL,"WBAR, WRMX",Polk,12105
68353,1490,WTUP,MS,TUPELO,1000,1000,,,34.2551,-88.6901,LICEN,,Lee,28081
6491,760,KCCV,KS,OVERLAND PARK,6000,200,,,39.0406,-94.5097,LICEN,"KBCB, KNCI",Jackson,29095
15793,930,WYAC,PR,CABO ROJO,2500,2500,,,18.0994,-67.1544,LICEN,WEKO,Cabo Rojo,72023
25999,980,WAAV,NC,LELAND,5000,85,,,34.2482,-78.0006,LICEN,WKLM,Brunswick,37019
36874,1270,WLBR,PA,LEBANON,5000,1000,,,40.3598,-76.458,LICEN,,Lebanon,42075
4131,840,WKDI,MD,DENTON,1000,,,,38.8982,-75.8524,LICEN,,Caroline,24011
14937,940,KKNE,HI,WAIPAHU,10000,10000,,,21.4453,-158.0636,LICEN,"KAHU, KDEO, KJPN, KHCM, KJPN",Honolulu,15003
88995,1130,KPHI,HI,HONOLULU,1000,1000,,,21.4352,-157.9886,LICEN,KRUD,Honolulu,15003
27466,1260,WFTW,FL,FORT WALTON BEACH,2500,131,,,30.4138,-86.6277,LICSL,"WFTW, WDIS",Okaloosa,12091
65918,1290,WHKY,NC,HICKORY,50000,1000,,,35.7265,-81.3004,LICEN,,Catawba,37035
65482,1470,KIID,CA,SACRAMENTO,5000,1000,,,38.5916,-121.4638,LICEN,"KNDE, KXOA, KQPT, KQPT, KOME, KRAK",Sacramento,06067
7715,1560,KNZR,CA,BAKERSFIELD,25000,10000,,,35.3083,-119.0471,LICEN,KPMC,Kern,06029
9937,750,KMMJ,NE,GRAND ISLAND,10500,10500,,,41.1347,-97.9942,LICEN,,Merrick,31121
73144,1240,WJON,MN,ST. CLOUD,1000,1000,,,45.56,-94.1394,LICEN,,Benton,27009
35394,930,KCCC,NM,CARLSBAD,1000,60,,,32.4057,-104.1897,LICEN,,Eddy,35015
42649,1450,KTRP,ID,NOTUS,1000,1000,,,43.8454,-116.7568,LICEN,"KYET, KACY, KIOV, KWEI",Payette,16075
37462,1400,WBFN,MI,BATTLE CREEK,1000,1000,,,42.3042,-85.1922,LICEN,"WKNR, WELL, WWKN, WRCC",Calhoun,26025
36232,1590,KKAY,LA,WHITE CASTLE,1000,67,,,30.1838,-91.1076,LICEN,,Iberville,22047
87117,1620,WDHP,VI,FREDERIKSTED,10000,1000,,,17.7244,-64.8842,LICEN,,St. Croix,78010
16434,740,KVFC,CO,CORTEZ,1000,250,,,37.3494,-108.542,LICEN,"KVFC, KISZ",Montezuma,08083
161448,540,WXYG,MN,SAUK RAPIDS,850,250,,,45.605,-94.1394,LICEN,"WXYG, WMIN, WPPI",Benton,27009
19521,1070,WFNI,IN,INDIANAPOLIS,50000,10000,,,39.9559,-86.3583,LICEN,WIBC,Boone,18011
25916,1270,WHGS,SC,HAMPTON,10000,219,,,32.8441,-81.1254,LICEN,WBHC,Hampton,45049
63483,1110,WWMN,MI,PETOSKEY,10000,10,,,45.3347,-84.9262,LICEN,WJML,Emmet,26047
64014,1600,KRFS,NE,SUPERIOR,500,44,,,40.025,-98.0776,LICEN,,Nuckolls,31129
15879,550,KLLV,CO,BREEN,1800,,,,37.1839,-108.0823,LICEN,,La Plata,08067
52798,1420,KJCK,KS,JUNCTION CITY,1000,500,,,39.0258,-96.8103,LICEN,,Geary,20061
25901,1440,WYGH,KY,PARIS,1000,25,,,38.2251,-84.2497,LICEN,,Bourbon,21017
63593,1420,WCOJ,PA,COATESVILLE,5000,5000,,,40.0226,-75.8144,LICEN,,Chester,42029
58303,1230,KJJC,UT,MURRAY,1000,1000,,,40.6658,-111.908,LICEN,"KLAF, KOLC, KMGR, KWUN, KJQS, KRUZ, KRRF, KEZF",Salt Lake,49035
21530,1550,KXTO,NV,RENO,2500,94,,,39.5774,-119.8488,LICEN,KISK,Washoe,32031
58944,630,WAVU,AL,ALBERTVILLE,1000,28,,,34.2387,-86.1664,LICEN,,Marshall,01095
41010,980,WRNE,FL,GULF BREEZE,4000,1000,,,30.4858,-87.0836,LICEN,"WCHZ, WFXP",Santa Rosa,12113
22896,1180,WFYL,PA,KING OF PRUSSIA,1000,,,,40.1351,-75.3905,LICEN,"WVFC, WMEX, WVFC",Montgomery,42091
21763,880,WXBN,FL,SWEETWATER,4000,5000,,,25.7493,-80.547,LICEN,WZAB,Miami-Dade,12086
35107,960,KMA,IA,SHENANDOAH,5000,5000,,,40.78,-95.3567,LICEN,,Page,19145
53398,1420,KITI,WA,CENTRALIA-CHEHALIS,5000,5000,,,46.7021,-122.934,LICEN,,Lewis,53041
43034,1450,WKAT,FL,MIAMI,1000,1000,,,25.8398,-80.1895,LICEN,WOCN,Miami-Dade,12086
27434,1120,WHOG,AL,HOBSON CITY,500,,,,33.614,-85.8552,LICEN,"WHOX, WJOK",Calhoun,01015
978,1400,WKNW,MI,SAULT SAINTE MARIE,1000,950,,,46.4884,-84.3292,LICEN,"WBPW, WDHP",Chippewa,26033
51976,1460,WQOP,FL,JACKSONVILLE,15000,5000,,,30.328,-81.7468,LICEN,"WFYV, WZZN, WZNZ",Duval,12031
67135,1470,WMGG,FL,EGYPT LAKE,2800,800,,,28.012,-82.4979,LICEN,"WFNN, WVTY, WLVU, WTBL, WLVU, WHBO, WWBA",Hillsborough,12057
36476,1280,WZXI,KY,LANCASTER,1000,88,,,37.6323,-84.5672,LICEN,"WIXI, WKYY",Garrard,21079
46480,1490,WYYZ,GA,JASPER,1000,1000,,,34.4756,-84.4369,LICEN,,Pickens,13227
35237,610,WGIR,NH,MANCHESTER,5000,1000,,,43.0159,-71.4795,LICEN,,Hillsborough,33011
30157,1360,KWDJ,CA,RIDGECREST,1000,31,,,35.6161,-117.6439,LICEN,KZIQ,Kern,06029
41171,1560,KTUI,MO,SULLIVAN,1000,25,,,38.1951,-91.1868,LICEN,,Crawford,29055
27139,1570,WMAK,TN,LOBELVILLE,1000,66,,,35.767,-87.8311,LICEN,"WHLP, WNKX",Perry,47135
71306,1170,WCXN,NC,CLAREMONT,7700,,1000,,35.7262,-81.1476,LICSL,,Catawba,37035
34585,1340,KDCO,CO,DENVER,1000,1000,,,39.6833,-105.0072,LICEN,"KDEN, KKYD, KCFR, KVOQ",Denver,08031
9943,1110,KBND,OR,BEND,10000,5000,,,44.1068,-121.2453,LICEN,,Deschutes,41017
29196,1340,KRBT,MN,EVELETH,1000,1000,,,47.4819,-92.5319,LICEN,WEVE,St. Louis,27137
17764,1430,WBLR,SC,BATESBURG,5000,163,,,33.8804,-81.5543,LICEN,WBLR,Lexington,45063
54500,1450,KBFI,ID,BONNERS FERRY,1000,1000,,,48.6888,-116.3355,LICEN,,Boundary,16021
87325,1660,WZOX,MI,KALAMAZOO,10000,1000,,,42.2364,-85.5769,LICEN,"WQSN, WQLR, WTOU",Kalamazoo,26077
17022,1060,KBFL,MO,SPRINGFIELD,470,19,,,37.2259,-93.3594,LICEN,"KBUG, KLSM, KTOZ",Greene,29077
47569,1470,WLOA,PA,FARRELL,1000,500,,,41.1995,-80.5226,LICEN,"WMGZ, WOJY, WRQQ, WICT, WPAO",Trumbull,39155
24100,1010,WORM,TN,SAVANNAH,250,27,,,35.2401,-88.2414,LICEN,,Hardin,47071
43522,1250,WRKQ,TN,MADISONVILLE,500,84,,,35.5081,-84.3791,LICEN,"WRKQ, WINW",Monroe,47123
35610,1340,KSMO,MO,SALEM,1000,1000,,,37.6267,-91.536,LICEN,,Dent,29065
27454,1490,WHBB,AL,SELMA,1000,1000,,,32.434,-87.0111,LICEN,,Dallas,01047
40154,910,WEPG,TN,SOUTH PITTSBURG,5000,95,,,35.0159,-85.7,LICEN,,Marion,47115
38906,1530,KZNX,TX,CREEDMOOR,,220,,,30.3458,-97.6347,LICEN,"KWTR, KOPY, KWTR, KNEZ, KQQA",Travis,48453
62223,1580,WAMY,MS,AMORY,1000,18,,,33.9759,-88.4914,LICEN,,Monroe,28095
40488,990,WABO,MS,WAYNESBORO,1000,100,,,31.6779,-88.6703,LICEN,,Wayne,28153
73874,730,WLTQ,SC,CHARLESTON,1100,103,,,32.7734,-80.0155,LICEN,"WPAL, WBUB, WGSE, WSCC",Charleston,45019
70450,630,KIAM,AK,NENANA,10000,3100,,,64.4781,-149.0885,LICEN,,Yukon-Koyukuk,02290
660,1280,WGBF,IN,EVANSVILLE,5000,1000,,,37.9959,-87.4767,LICSL,"WGBF, WWOK",Vanderburgh,18163
87158,1650,KCNZ,IA,CEDAR FALLS,10000,1000,,,42.4131,-92.4377,LICEN,KDNZ,Black Hawk,19013
59131,1370,WWZN,IN,BLOOMINGTON,5000,500,,,39.1901,-86.6344,LICEN,"WTTS, WGTC, WGCL",Monroe,18105
57356,1540,WMYJ,IN,MARTINSVILLE,500,,250,,39.4087,-86.4194,LICEN,"WCBK, WMCB, WSKT",Morgan,18109
9884,1250,WYTH,GA,MADISON,1000,79,,,33.5793,-83.4777,LICEN,,Morgan,13211
25524,1000,KKIM,NM,ALBUQUERQUE,10000,53,,,35.0512,-106.6434,LICEN,,Bernalillo,35001
57841,1070,WNCT,NC,GREENVILLE,5000,13,,,35.6032,-77.4261,LICEN,,Pitt,37147
70624,1560,WFSP,WV,KINGWOOD,1000,,250,,39.4806,-79.7195,LICEN,,Preston,54077
68657,1290,WTYL,MS,TYLERTOWN,1000,,,,31.1307,-90.137,LICEN,,Walthall,28147
70514,1400,WHUB,TN,COOKEVILLE,740,740,,,36.1634,-85.5247,LICEN,"WHUB, WPTN",Putnam,47141
21605,1450,WNAT,MS,NATCHEZ,1000,1000,,,31.5593,-91.3918,LICEN,,Adams,28001
40793,1490,WLOE,NC,EDEN,1000,1000,,,36.506,-79.7714,LICEN,,Rockingham,37157
36722,1230,WXLI,GA,DUBLIN,700,700,,,32.5227,-82.8999,LICEN,,Laurens,13175
62208,1340,WIZE,OH,SPRINGFIELD,1000,1000,,,39.9426,-83.7874,LICEN,,Clark,39023
11945,760,KTKR,TX,SAN ANTONIO,50000,1000,,,29.4497,-98.3094,LICEN,"KSJL, KZXS",Bexar,48029
47666,1100,KDRY,TX,ALAMO HEIGHTS,11000,1000,,,29.558,-98.3759,LICEN,,Bexar,48029
50511,1270,KYSJ,MO,ST. JOSEPH,1000,36,,,39.7442,-94.788,LICEN,"KUSN, KGNM",Buchanan,29021
50304,630,KPLY,NV,RENO,5000,1000,,,39.5735,-119.8477,LICEN,"KOH, KRCV, KNRC, KHIT, KPTT",Washoe,32031
21400,1250,KBRF,MN,FERGUS FALLS,5000,2200,,,46.2741,-96.0464,LICEN,,Otter Tail,27111
8673,1050,WHFS,MD,SILVER SPRING,2000,41,,,39.0421,-77.0461,LICEN,"WGAY, WNTR, WKDL, WPLC, WFED, WTOP, WZAA, WTOP, WBQH",Montgomery,24031
51118,700,WQVD,MA,Paxton,2300,,,,42.3031,-71.8972,LICSL,"WCAT, WPNS, WCAT, WJOE, WVBB, WTUB, WWBZ, WFAT, WPVQ, WQVD, WPVQ",Worcester,25027
71503,710,WTPR,TN,PARIS,750,,,,36.2798,-88.3423,LICEN,,Henry,47079
18389,750,KOAL,UT,PRICE,10000,6800,,,39.5669,-110.8013,LICEN,,Carbon,49007
24384,1150,WJRD,AL,TUSCALOOSA,20000,1000,,,33.2496,-87.6086,LICEN,"WJRD, WZBQ, WSPZ",Tuscaloosa,01125
71722,1230,WBLQ,RI,WESTERLY,1000,1000,,,41.3659,-71.8359,LICEN,"WERI, WXNI",Washington,44009
57831,1380,WBTK,VA,RICHMOND,5000,5000,,,37.6213,-77.4486,LICEN,"WTVR, WVBB",Henrico,51087
36245,800,WPCA,WI,WAUPACA,5000,500,,,44.3541,-89.0582,LICEN,WDUX,Waupaca,55135
10856,1390,KCRC,OK,ENID,1000,1000,,,36.4198,-97.8748,LICEN,,Garfield,40047
34467,790,KGMI,WA,BELLINGHAM,5000,1000,,,48.7218,-122.4466,LICEN,,Whatcom,53073
9235,800,WSHO,LA,NEW ORLEANS,1000,233,,,29.8452,-90.1109,LICEN,,Jefferson,22051
35211,1080,KNDK,ND,LANGDON,1000,45,,,48.7858,-98.3665,LICEN,,Cavalier,38019
29636,1270,WDLR,OH,MARYSVILLE,500,500,,,40.2462,-83.3305,LICEN,"WUCO, WQTT",Union,39159
56491,1450,KLAM,AK,CORDOVA,250,250,,,60.5384,-145.7617,LICEN,,Valdez-Cordova,02261
65201,1240,WWZQ,MS,ABERDEEN,1000,1000,,,33.809,-88.5426,LICEN,WMPA,Monroe,28095
